alpha_rad,P,FI
6.239634091269504523e+00,9.698060880893774049e-01,6.446267541641621801e-02
6.321036922088572929e+00,9.702792310668225673e-01,5.273144153822022402e-03
6.402439752907641335e+00,9.643601793298557379e-01,3.609867963911601862e-02
6.483842583726709741e+00,9.718272245871099058e-01,1.385419286059460242e-01
6.565245414545778146e+00,9.478171188273070147e-01,2.656740359055891343e-01
6.646648245364846552e+00,9.618524215571757630e-01,3.867145427491029408e-01
6.728051076183914958e+00,9.299154641491842455e-01,5.030539375319035278e-01
6.809453907002983364e+00,9.193282191329043007e-01,5.777129708254764573e-01
6.890856737822051770e+00,8.967228877651794994e-01,6.385141685638870968e-01
6.972259568641119287e+00,8.766088181989254435e-01,6.589949828324984660e-01
7.053662399460187693e+00,8.459632490877277977e-01,6.851942387810572299e-01
7.135065230279256099e+00,8.453988193383810135e-01,7.381424746911716683e-01
7.216468061098324505e+00,7.998448764440982961e-01,7.821346603841087264e-01
7.297870891917392910e+00,7.746021799018341092e-01,8.229886695490622461e-01
7.379273722736461316e+00,7.525077530496400158e-01,8.642256945003341517e-01
7.460676553555529722e+00,7.119771341959721944e-01,9.033050073183415130e-01
7.542079384374597240e+00,6.695491061195411042e-01,9.529634197479558422e-01
7.623482215193665645e+00,6.362744401079668544e-01,9.996267841939012744e-01
7.704885046012734051e+00,5.920493478884346628e-01,1.077834143915337384e+00
7.786287876831802457e+00,5.585577312121255966e-01,1.124824358138126756e+00
7.867690707650870863e+00,4.999268882626316524e-01,1.183037191333679017e+00
7.949093538469939269e+00,4.604790024732830500e-01,1.212688877455828651e+00
8.030496369289007674e+00,4.210704097431427484e-01,1.177607017976658899e+00
8.111899200108075192e+00,4.160546231069018885e-01,1.028870839400020998e+00
