alpha_rad,FI
3.850172208257965689e+00,2.970301842208299181e+00
3.858167210589352525e+00,2.972751964423543836e+00
3.866162212920739805e+00,2.974791838384788889e+00
3.874157215252127084e+00,2.976423937835694478e+00
3.882152217583514364e+00,2.977650244639399979e+00
3.890147219914901644e+00,3.027881960912154113e+00
3.898142222246288480e+00,3.028227681030907892e+00
3.906137224577675759e+00,3.028181174302121637e+00
3.914132226909063039e+00,3.027742358701316139e+00
3.922127229240450319e+00,3.026910670477175103e+00
3.930122231571837599e+00,3.025685025951390550e+00
3.938117233903224434e+00,3.024063858985435171e+00
3.946112236234611714e+00,3.068893253895094819e+00
3.954107238565998994e+00,3.066507094964358249e+00
3.962102240897386274e+00,3.063728381025831560e+00
3.970097243228773554e+00,3.060553448795969356e+00
3.978092245560160389e+00,3.056978122019697430e+00
3.986087247891547669e+00,3.052997666061152415e+00
3.994082250222934949e+00,3.092464251320328206e+00
4.002077252554322229e+00,3.087803365101779995e+00
4.010072254885709953e+00,3.082731634220758909e+00
4.018067257217096788e+00,3.077242105308619635e+00
4.026062259548483624e+00,3.071327222067208318e+00
4.034057261879871348e+00,3.064978829075097888e+00
4.042052264211258183e+00,3.058188125541959401e+00
4.050047266542645019e+00,3.093477381728614972e+00
4.058042268874032743e+00,3.086025735771169565e+00
4.066037271205419579e+00,3.078114033476904154e+00
4.074032273536806414e+00,3.069730811332809228e+00
4.082027275868194138e+00,3.060863875033152937e+00
4.090022278199580974e+00,3.051500244338600343e+00
4.098017280530968698e+00,3.041626144737719084e+00
4.106012282862355534e+00,3.072231548113324440e+00
4.114007285193742369e+00,3.061653050990258862e+00
4.122002287525130093e+00,3.050531577893739854e+00
4.129997289856516929e+00,3.038849933280972859e+00
4.137992292187904653e+00,3.026589974337633215e+00
4.145987294519291488e+00,3.013732530710674151e+00
4.153982296850678324e+00,3.038690825675757878e+00
4.161977299182066048e+00,3.025008582921129285e+00
4.169972301513452884e+00,3.010679033288216733e+00
4.177967303844840607e+00,2.995678612735374724e+00
4.185962306176227443e+00,2.979982488186929679e+00
4.193957308507614279e+00,2.963564559434372025e+00
4.201952310839002003e+00,2.946397363349301468e+00
4.209947313170388838e+00,2.964998127566599528e+00
4.217942315501776562e+00,2.946794271111976116e+00
4.225937317833163398e+00,2.927766689386666510e+00
4.233932320164550234e+00,2.907882091850133133e+00
4.241927322495937958e+00,2.887105550044029467e+00
4.249922324827324793e+00,2.865400479824605551e+00
4.257917327158712517e+00,2.880988004140414116e+00
4.265912329490099353e+00,2.857971998086285215e+00
4.273907331821486189e+00,2.833924498353233901e+00
4.281902334152873912e+00,2.808801545337337391e+00
4.289897336484260748e+00,2.782557210746378740e+00
4.297892338815648472e+00,2.755143638955922292e+00
4.305887341147035308e+00,2.726511046213167422e+00
4.313882343478422143e+00,2.734071395531388671e+00
4.321877345809809867e+00,2.703610985963572855e+00
4.329872348141196703e+00,2.671787351182772774e+00
4.337867350472584427e+00,2.638542393568344302e+00
4.345862352803971262e+00,2.603816176600120436e+00
4.353857355135358098e+00,2.567547148826542003e+00
4.361852357466745822e+00,2.567919327076506164e+00
4.369847359798132658e+00,2.529222316020391048e+00
4.377842362129519493e+00,2.488801008491790423e+00
4.385837364460907217e+00,2.446587494857457301e+00
4.393832366792294053e+00,2.402513540405933234e+00
4.401827369123681777e+00,2.356511107625014478e+00
4.409822371455068613e+00,2.308513112464088746e+00
4.417817373786455448e+00,2.303616295090608279e+00
4.425812376117843172e+00,2.252332712750322319e+00
4.433807378449230008e+00,2.198850002109571378e+00
4.441802380780617732e+00,2.143107862218479820e+00
4.449797383112004567e+00,2.085051946113952503e+00
4.457792385443391403e+00,2.024635764236821345e+00
4.465787387774779127e+00,1.961822663682450729e+00
4.473782390106165963e+00,1.945506958174963108e+00
4.481777392437553686e+00,1.878492755628272670e+00
4.489772394768940522e+00,1.808976164855589985e+00
4.497767397100327358e+00,1.736973096426269736e+00
4.505762399431715082e+00,1.662523200330848328e+00
4.513757401763101917e+00,1.585694443740217840e+00
4.521752404094489641e+00,1.551926021712895176e+00
4.529747406425876477e+00,1.470874022873215337e+00
4.537742408757263313e+00,1.387711271069724583e+00
4.545737411088651037e+00,1.302646202071921167e+00
4.553732413420037872e+00,1.215939177481904165e+00
4.561727415751425596e+00,1.127906890781046556e+00
4.569722418082812432e+00,1.038927740182814974e+00
4.577717420414199267e+00,9.924183580090774059e-01
4.585712422745586991e+00,9.018187874579910446e-01
4.593707425076973827e+00,8.115415111102121104e-01
4.601702427408361551e+00,7.222245913104160531e-01
4.609697429739748387e+00,6.345742125022136859e-01
4.617692432071135222e+00,5.493597249536689153e-01
4.625687434402522946e+00,4.980274280322450342e-01
4.633682436733909782e+00,4.177263659797206263e-01
4.641677439065297506e+00,3.421953557021212289e-01
4.649672441396684341e+00,2.723552636260837545e-01
4.657667443728071177e+00,2.091186447418306726e-01
4.665662446059458901e+00,1.533632624817088119e-01
4.673657448390845737e+00,1.059062246102267374e-01
4.681652450722233461e+00,7.735294516090659989e-02
4.689647453053620296e+00,4.526022647821743156e-02
4.697642455385007132e+00,2.325411295033514431e-02
